Sentence,Word,Tag
1008,Street,STR
1009,Amit,PER
1009,is,O
1009,working,O
1009,at,O
1009,HCL,ORG
1009,Technologies,ORG
1009,in,O
1009,Kerala,STA
1009,in,O
1009,Kochi,CIT
1009,near,O
1009,Anna,STR
1009,Salai,STR
1010,Priya,PER
1010,is,O
1010,working,O
1010,at,O
1010,Tech,ORG
1010,Mahindra,ORG
1010,in,O
1010,Andhra,STA
1010,Pradesh,STA
1010,in,O
1010,Hyderabad,CIT
1010,near,O
1010,Link,STR
1010,Road,STR
1011,Ravi,PER
1011,is,O
1011,working,O
1011,at,O
1011,Infosys,ORG
1011,in,O
1011,Tamil,STA
1011,Nadu,STA
1011,in,O
1011,Chennai,CIT
1011,near,O
1011,MG,STR
1011,Road,STR
1012,Sneha,PER
1012,is,O
1012,working,O
1012,at,O
1012,Tata,ORG
1012,Consultancy,ORG
1012,Services,ORG
1012,in,O
1012,Maharashtra,STA
1012,in,O
1012,Mumbai,CIT
1012,near,O
1012,Brigade,STR
1012,Road,STR
1013,Vikram,PER
1013,is,O
1013,working,O
1013,at,O
1013,Wipro,ORG
1013,in,O
1013,Karnataka,STA
1013,in,O
1013,Bangalore,CIT
1013,near,O
1013,Park,STR
1013,Street,STR
1014,Neha,PER
1014,is,O
1014,working,O
1014,at,O
1014,HCL,ORG
1014,Technologies,ORG
1014,in,O
1014,Kerala,STA
1014,in,O
1014,Kochi,CIT
1014,near,O
1014,Anna,STR
1014,Salai,STR
1015,Arjun,PER
1015,is,O
1015,working,O
1015,at,O
1015,Tech,ORG
1015,Mahindra,ORG
1015,in,O
1015,Andhra,STA
1015,Pradesh,STA
1015,in,O
1015,Hyderabad,CIT
1015,near,O
1015,Link,STR
1015,Road,STR
1016,Kavita,PER
1016,is,O
1016,working,O
1016,at,O
1016,Infosys,ORG
1016,in,O
1016,Tamil,STA
1016,Nadu,STA
1016,in,O
1016,Chennai,CIT
1016,near,O
1016,MG,STR
1016,Road,STR
1017,Amit,PER
1017,is,O
1017,working,O
1017,at,O
1017,Tata,ORG
1017,Consultancy,ORG
1017,Services,ORG
1017,in,O
1017,Maharashtra,STA
1017,in,O
1017,Mumbai,CIT
1017,near,O
1017,Brigade,STR
1017,Road,STR
1018,Priya,PER
1018,is,O
1018,working,O
1018,at,O
1018,Wipro,ORG
1018,in,O
1018,Karnataka,STA
1018,in,O
1018,Bangalore,CIT
1018,near,O
1018,Park,STR
1018,Street,STR
1019,Ravi,PER
1019,is,O
1019,working,O
1019,at,O
1019,HCL,ORG
1019,Technologies,ORG
1019,in,O
1019,Kerala,STA
1019,in,O
1019,Kochi,CIT
1019,near,O
1019,Anna,STR
1019,Salai,STR
1020,Sneha,PER
1020,is,O
1020,working,O
1020,at,O
1020,Tech,ORG
1020,Mahindra,ORG
1020,in,O
1020,Andhra,STA
1020,Pradesh,STA
1020,in,O
1020,Hyderabad,CIT
1020,near,O
1020,Link,STR
1020,Road,STR
1021,Vikram,PER
1021,is,O
1021,working,O
1021,at,O
1021,Infosys,ORG
1021,in,O
1021,Tamil,STA
1021,Nadu,STA
1021,in,O
1021,Chennai,CIT
1021,near,O
1021,MG,STR
1021,Road,STR
1022,Neha,PER
1022,is,O
1022,working,O
1022,at,O
1022,Tata,ORG
1022,Consultancy,ORG
1022,Services,ORG
1022,in,O
1022,Maharashtra,STA
1022,in,O
1022,Mumbai,CIT
1022,near,O
1022,Brigade,STR
1022,Road,STR
1023,Arjun,PER
1023,is,O
1023,working,O
1023,at,O
1023,Wipro,ORG
1023,in,O
1023,Karnataka,STA
1023,in,O
1023,Bangalore,CIT
1023,near,O
1023,Park,STR
1023,Street,STR
1024,Kavita,PER
1024,is,O
1024,working,O
1024,at,O
1024,HCL,ORG
1024,Technologies,ORG
1024,in,O
1024,Kerala,STA
1024,in,O
1024,Kochi,CIT
1024,near,O
1024,Anna,STR
1024,Salai,STR
1025,Amit,PER
1025,is,O
1025,working,O
1025,at,O
1025,Tech,ORG
1025,Mahindra,ORG
1025,in,O
1025,Andhra,STA
1025,Pradesh,STA
1025,in,O
1025,Hyderabad,CIT
1025,near,O
1025,Link,STR
1025,Road,STR
1026,Priya,PER
1026,is,O
1026,working,O
1026,at,O
1026,Infosys,ORG
1026,in,O
1026,Tamil,STA
1026,Nadu,STA
1026,in,O
1026,Chennai,CIT
1026,near,O
1026,MG,STR
1026,Road,STR
1027,Ravi,PER
1027,is,O
1027,working,O
1027,at,O
1027,Tata,ORG
1027,Consultancy,ORG
1027,Services,ORG
1027,in,O
1027,Maharashtra,STA
1027,in,O
1027,Mumbai,CIT
1027,near,O
1027,Brigade,STR
1027,Road,STR
1028,Sneha,PER
1028,is,O
1028,working,O
1028,at,O
1028,Wipro,ORG
1028,in,O
1028,Karnataka,STA
1028,in,O
1028,Bangalore,CIT
1028,near,O
1028,Park,STR
1028,Street,STR
1029,Vikram,PER
1029,is,O
1029,working,O
1029,at,O
1029,HCL,ORG
1029,Technologies,ORG
1029,in,O
1029,Kerala,STA
1029,in,O
1029,Kochi,CIT
1029,near,O
1029,Anna,STR
1029,Salai,STR
1030,Neha,PER
1030,is,O
1030,working,O
1030,at,O
1030,Tech,ORG
1030,Mahindra,ORG
1030,in,O
1030,Andhra,STA
1030,Pradesh,STA
1030,in,O
1030,Hyderabad,CIT
1030,near,O
1030,Link,STR
1030,Road,STR
1031,Arjun,PER
1031,is,O
1031,working,O
1031,at,O
1031,Infosys,ORG
1031,in,O
1031,Tamil,STA
1031,Nadu,STA
1031,in,O
1031,Chennai,CIT
1031,near,O
1031,MG,STR
1031,Road,STR
1032,Kavita,PER
1032,is,O
1032,working,O
1032,at,O
1032,Tata,ORG
1032,Consultancy,ORG
1032,Services,ORG
1032,in,O
1032,Maharashtra,STA
1032,in,O
1032,Mumbai,CIT
1032,near,O
1032,Brigade,STR
1032,Road,STR
1033,Amit,PER
1033,is,O
1033,working,O
1033,at,O
1033,Wipro,ORG
1033,in,O
1033,Karnataka,STA
1033,in,O
1033,Bangalore,CIT
1033,near,O
1033,Park,STR
1033,Street,STR
1034,Priya,PER
1034,is,O
1034,working,O
1034,at,O
1034,HCL,ORG
1034,Technologies,ORG
1034,in,O
1034,Kerala,STA
1034,in,O
1034,Kochi,CIT
1034,near,O
1034,Anna,STR
1034,Salai,STR
1035,Ravi,PER
1035,is,O
1035,working,O
1035,at,O
1035,Tech,ORG
1035,Mahindra,ORG
1035,in,O
1035,Andhra,STA
1035,Pradesh,STA
1035,in,O
1035,Hyderabad,CIT
1035,near,O
1035,Link,STR
1035,Road,STR
1036,Sneha,PER
1036,is,O
1036,working,O
1036,at,O
1036,Infosys,ORG
1036,in,O
1036,Tamil,STA
1036,Nadu,STA
1036,in,O
1036,Chennai,CIT
1036,near,O
1036,MG,STR
1036,Road,STR
1037,Vikram,PER
1037,is,O
1037,working,O
1037,at,O
1037,Tata,ORG
1037,Consultancy,ORG
1037,Services,ORG
1037,in,O
1037,Maharashtra,STA
1037,in,O
1037,Mumbai,CIT
1037,near,O
1037,Brigade,STR
1037,Road,STR
1038,Neha,PER
1038,is,O
1038,working,O
1038,at,O
1038,Wipro,ORG
1038,in,O
1038,Karnataka,STA
1038,in,O
1038,Bangalore,CIT
1038,near,O
1038,Park,STR
1038,Street,STR
1039,Arjun,PER
1039,is,O
1039,working,O
1039,at,O
1039,HCL,ORG
1039,Technologies,ORG
1039,in,O
1039,Kerala,STA
1039,in,O
1039,Kochi,CIT
1039,near,O
1039,Anna,STR
1039,Salai,STR
1040,Kavita,PER
1040,is,O
1040,working,O
1040,at,O
1040,Tech,ORG
1040,Mahindra,ORG
1040,in,O
1040,Andhra,STA
1040,Pradesh,STA
1040,in,O
1040,Hyderabad,CIT
1040,near,O
1040,Link,STR
1040,Road,STR
1041,Amit,PER
1041,is,O
1041,working,O
1041,at,O
1041,Infosys,ORG
1041,in,O
1041,Tamil,STA
1041,Nadu,STA
1041,in,O
1041,Chennai,CIT
1041,near,O
1041,MG,STR
1041,Road,STR
1042,Priya,PER
1042,is,O
1042,working,O
1042,at,O
1042,Tata,ORG
1042,Consultancy,ORG
1042,Services,ORG
1042,in,O
1042,Maharashtra,STA
1042,in,O
1042,Mumbai,CIT
1042,near,O
1042,Brigade,STR
1042,Road,STR
1043,Ravi,PER
1043,is,O
1043,working,O
1043,at,O
1043,Wipro,ORG
1043,in,O
1043,Karnataka,STA
1043,in,O
1043,Bangalore,CIT
1043,near,O
1043,Park,STR
1043,Street,STR
1044,Sneha,PER
1044,is,O
1044,working,O
1044,at,O
1044,HCL,ORG
1044,Technologies,ORG
1044,in,O
1044,Kerala,STA
1044,in,O
1044,Kochi,CIT
1044,near,O
1044,Anna,STR
1044,Salai,STR
1045,Vikram,PER
1045,is,O
1045,working,O
1045,at,O
1045,Tech,ORG
1045,Mahindra,ORG
1045,in,O
1045,Andhra,STA
1045,Pradesh,STA
1045,in,O
1045,Hyderabad,CIT
1045,near,O
1045,Link,STR
1045,Road,STR
1046,Neha,PER
1046,is,O
1046,working,O
1046,at,O
1046,Infosys,ORG
1046,in,O
1046,Tamil,STA
1046,Nadu,STA
1046,in,O
1046,Chennai,CIT
1046,near,O
1046,MG,STR
1046,Road,STR
1047,Arjun,PER
1047,is,O
1047,working,O
1047,at,O
1047,Tata,ORG
1047,Consultancy,ORG
1047,Services,ORG
1047,in,O
1047,Maharashtra,STA
1047,in,O
1047,Mumbai,CIT
1047,near,O
1047,Brigade,STR
1047,Road,STR
1048,Kavita,PER
1048,is,O
1048,working,O
1048,at,O
1048,Wipro,ORG
1048,in,O
1048,Karnataka,STA
1048,in,O
1048,Bangalore,CIT
1048,near,O
1048,Park,STR
1048,Street,STR
1049,Amit,PER
1049,is,O
1049,working,O
1049,at,O
1049,HCL,ORG
1049,Technologies,ORG
1049,in,O
1049,Kerala,STA
1049,in,O
1049,Kochi,CIT
1049,near,O
1049,Anna,STR
1049,Salai,STR
1050,Priya,PER
1050,is,O
1050,working,O
1050,at,O
1050,Tech,ORG
1050,Mahindra,ORG
1050,in,O
1050,Andhra,STA
1050,Pradesh,STA
1050,in,O
1050,Hyderabad,CIT
1050,near,O
1050,Link,STR
1050,Road,STR
1051,Ravi,PER
1051,is,O
1051,working,O
1051,at,O
1051,Infosys,ORG
1051,in,O
1051,Tamil,STA
1051,Nadu,STA
1051,in,O
1051,Chennai,CIT
1051,near,O
1051,MG,STR
1051,Road,STR
1052,Sneha,PER
1052,is,O
1052,working,O
1052,at,O
1052,Tata,ORG
1052,Consultancy,ORG
1052,Services,ORG
1052,in,O
1052,Maharashtra,STA
1052,in,O
1052,Mumbai,CIT
1052,near,O
1052,Brigade,STR
1052,Road,STR
1053,Vikram,PER
1053,is,O
1053,working,O
1053,at,O
1053,Wipro,ORG
1053,in,O
1053,Karnataka,STA
1053,in,O
1053,Bangalore,CIT
1053,near,O
1053,Park,STR
1053,Street,STR
1054,Neha,PER
1054,is,O
1054,working,O
1054,at,O
1054,HCL,ORG
1054,Technologies,ORG
1054,in,O
1054,Kerala,STA
1054,in,O
1054,Kochi,CIT
1054,near,O
1054,Anna,STR
1054,Salai,STR
1055,Arjun,PER
1055,is,O
1055,working,O
1055,at,O
1055,Tech,ORG
1055,Mahindra,ORG
1055,in,O
1055,Andhra,STA
1055,Pradesh,STA
1055,in,O
1055,Hyderabad,CIT
1055,near,O
1055,Link,STR
1055,Road,STR
1056,Kavita,PER
1056,is,O
1056,working,O
1056,at,O
1056,Infosys,ORG
1056,in,O
1056,Tamil,STA
1056,Nadu,STA
1056,in,O
1056,Chennai,CIT
1056,near,O
1056,MG,STR
1056,Road,STR
1057,Amit,PER
1057,is,O
1057,working,O
1057,at,O
1057,Tata,ORG
1057,Consultancy,ORG
1057,Services,ORG
1057,in,O
1057,Maharashtra,STA
1057,in,O
1057,Mumbai,CIT
1057,near,O
1057,Brigade,STR
1057,Road,STR
1058,Priya,PER
1058,is,O
1058,working,O
1058,at,O
1058,Wipro,ORG
1058,in,O
1058,Karnataka,STA
1058,in,O
1058,Bangalore,CIT
1058,near,O
1058,Park,STR
1058,Street,STR
1059,Ravi,PER
1059,is,O
1059,working,O
1059,at,O
1059,HCL,ORG
1059,Technologies,ORG
1059,in,O
1059,Kerala,STA
1059,in,O
1059,Kochi,CIT
1059,near,O
1059,Anna,STR
1059,Salai,STR
1060,Sneha,PER
1060,is,O
1060,working,O
1060,at,O
1060,Tech,ORG
1060,Mahindra,ORG
1060,in,O
1060,Andhra,STA
1060,Pradesh,STA
1060,in,O
1060,Hyderabad,CIT
1060,near,O
1060,Link,STR
1060,Road,STR
1061,Vikram,PER
1061,is,O
1061,working,O
1061,at,O
1061,Infosys,ORG
1061,in,O
1061,Tamil,STA
1061,Nadu,STA
1061,in,O
1061,Chennai,CIT
1061,near,O
1061,MG,STR
1061,Road,STR
1062,Neha,PER
1062,is,O
1062,working,O
1062,at,O
1062,Tata,ORG
1062,Consultancy,ORG
1062,Services,ORG
1062,in,O
1062,Maharashtra,STA
1062,in,O
1062,Mumbai,CIT
1062,near,O
1062,Brigade,STR
1062,Road,STR
1063,Arjun,PER
1063,is,O
1063,working,O
1063,at,O
1063,Wipro,ORG
1063,in,O
1063,Karnataka,STA
1063,in,O
1063,Bangalore,CIT
1063,near,O
1063,Park,STR
1063,Street,STR
1064,Kavita,PER
1064,is,O
1064,working,O
1064,at,O
1064,HCL,ORG
1064,Technologies,ORG
1064,in,O
1064,Kerala,STA
1064,in,O
1064,Kochi,CIT
1064,near,O
1064,Anna,STR
1064,Salai,STR
1065,Amit,PER
1065,is,O
1065,working,O
1065,at,O
1065,Tech,ORG
1065,Mahindra,ORG
1065,in,O
1065,Andhra,STA
1065,Pradesh,STA
1065,in,O
1065,Hyderabad,CIT
1065,near,O
1065,Link,STR
1065,Road,STR
1066,Priya,PER
1066,is,O
1066,working,O
1066,at,O
1066,Infosys,ORG
1066,in,O
1066,Tamil,STA
1066,Nadu,STA
1066,in,O
1066,Chennai,CIT
1066,near,O
1066,MG,STR
1066,Road,STR
1067,Ravi,PER
1067,is,O
1067,working,O
1067,at,O
1067,Tata,ORG
1067,Consultancy,ORG
1067,Services,ORG
1067,in,O
1067,Maharashtra,STA
1067,in,O
1067,Mumbai,CIT
1067,near,O
1067,Brigade,STR
1067,Road,STR
1068,Sneha,PER
1068,is,O
1068,working,O
1068,at,O
1068,Wipro,ORG
1068,in,O
1068,Karnataka,STA
1068,in,O
1068,Bangalore,CIT
1068,near,O
1068,Park,STR
1068,Street,STR
1069,Vikram,PER
1069,is,O
1069,working,O
1069,at,O
1069,HCL,ORG
1069,Technologies,ORG
1069,in,O
1069,Kerala,STA
1069,in,O
1069,Kochi,CIT
1069,near,O
1069,Anna,STR
1069,Salai,STR
1070,Neha,PER
1070,is,O
1070,working,O
1070,at,O
1070,Tech,ORG
1070,Mahindra,ORG
1070,in,O
1070,Andhra,STA
1070,Pradesh,STA
1070,in,O
1070,Hyderabad,CIT
1070,near,O
1070,Link,STR
1070,Road,STR
1071,Arjun,PER
1071,is,O
1071,working,O
1071,at,O
1071,Infosys,ORG
1071,in,O
1071,Tamil,STA
1071,Nadu,STA
1071,in,O
1071,Chennai,CIT
1071,near,O
1071,MG,STR
1071,Road,STR
1072,Kavita,PER
1072,is,O
1072,working,O
1072,at,O
1072,Tata,ORG
1072,Consultancy,ORG
1072,Services,ORG
1072,in,O
1072,Maharashtra,STA
1072,in,O
1072,Mumbai,CIT
1072,near,O
1072,Brigade,STR
1072,Road,STR
1073,Amit,PER
1073,is,O
1073,working,O
1073,at,O
1073,Wipro,ORG
1073,in,O
1073,Karnataka,STA
1073,in,O
1073,Bangalore,CIT
1073,near,O
1073,Park,STR
1073,Street,STR
1074,Priya,PER
1074,is,O
1074,working,O
1074,at,O
1074,HCL,ORG
1074,Technologies,ORG
1074,in,O
1074,Kerala,STA
1074,in,O
1074,Kochi,CIT
1074,near,O
1074,Anna,STR
1074,Salai,STR
1075,Ravi,PER
1075,is,O
1075,working,O
1075,at,O
1075,Tech,ORG
1075,Mahindra,ORG
1075,in,O
1075,Andhra,STA
1075,Pradesh,STA
1075,in,O
1075,Hyderabad,CIT
1075,near,O
1075,Link,STR
1075,Road,STR
1076,Sneha,PER
1076,is,O
1076,working,O
1076,at,O
1076,Infosys,ORG
1076,in,O
1076,Tamil,STA
1076,Nadu,STA
1076,in,O
1076,Chennai,CIT
1076,near,O
1076,MG,STR
1076,Road,STR
1077,Vikram,PER
1077,is,O
1077,working,O
1077,at,O
1077,Tata,ORG
1077,Consultancy,ORG
1077,Services,ORG
1077,in,O
1077,Maharashtra,STA
1077,in,O
1077,Mumbai,CIT
1077,near,O
1077,Brigade,STR
1077,Road,STR
1078,Neha,PER
1078,is,O
1078,working,O
1078,at,O
1078,Wipro,ORG
1078,in,O
1078,Karnataka,STA
1078,in,O
1078,Bangalore,CIT
1078,near,O
1078,Park,STR
1078,Street,STR
1079,Arjun,PER
1079,is,O
1079,working,O
1079,at,O
1079,HCL,ORG
1079,Technologies,ORG
1079,in,O
1079,Kerala,STA
1079,in,O
1079,Kochi,CIT
1079,near,O
1079,Anna,STR
1079,Salai,STR
1080,Kavita,PER
1080,is,O
1080,working,O
1080,at,O
1080,Tech,ORG
1080,Mahindra,ORG
1080,in,O
1080,Andhra,STA
1080,Pradesh,STA
1080,in,O
1080,Hyderabad,CIT
1080,near,O
1080,Link,STR
1080,Road,STR
1081,Amit,PER
1081,is,O
1081,working,O
1081,at,O
1081,Infosys,ORG
1081,in,O
1081,Tamil,STA
1081,Nadu,STA
1081,in,O
1081,Chennai,CIT
1081,near,O
1081,MG,STR
1081,Road,STR
1082,Priya,PER
1082,is,O
1082,working,O
1082,at,O
1082,Tata,ORG
1082,Consultancy,ORG
1082,Services,ORG
1082,in,O
1082,Maharashtra,STA
1082,in,O
1082,Mumbai,CIT
1082,near,O
1082,Brigade,STR
1082,Road,STR
1083,Ravi,PER
1083,is,O
1083,working,O
1083,at,O
1083,Wipro,ORG
1083,in,O
1083,Karnataka,STA
1083,in,O
1083,Bangalore,CIT
1083,near,O
1083,Park,STR
1083,Street,STR
1084,Sneha,PER
1084,is,O
1084,working,O
1084,at,O
1084,HCL,ORG
1084,Technologies,ORG
1084,in,O
1084,Kerala,STA
1084,in,O
1084,Kochi,CIT
1084,near,O
1084,Anna,STR
1084,Salai,STR
1085,Vikram,PER
1085,is,O
1085,working,O
1085,at,O
1085,Tech,ORG
1085,Mahindra,ORG
1085,in,O
1085,Andhra,STA
1085,Pradesh,STA
1085,in,O
1085,Hyderabad,CIT
1085,near,O
1085,Link,STR
1085,Road,STR
1086,Neha,PER
1086,is,O
1086,working,O
1086,at,O
1086,Infosys,ORG
1086,in,O
1086,Tamil,STA
1086,Nadu,STA
1086,in,O
1086,Chennai,CIT
1086,near,O
1086,MG,STR
1086,Road,STR
1087,Arjun,PER
1087,is,O
1087,working,O
1087,at,O
1087,Tata,ORG
1087,Consultancy,ORG
1087,Services,ORG
1087,in,O
1087,Maharashtra,STA
1087,in,O
1087,Mumbai,CIT
1087,near,O
1087,Brigade,STR
1087,Road,STR
1088,Kavita,PER
1088,is,O
1088,working,O
1088,at,O
1088,Wipro,ORG
1088,in,O
1088,Karnataka,STA
1088,in,O
1088,Bangalore,CIT
1088,near,O
1088,Park,STR
1088,Street,STR
1089,Amit,PER
1089,is,O
1089,working,O
1089,at,O
1089,HCL,ORG
1089,Technologies,ORG
1089,in,O
1089,Kerala,STA
1089,in,O
1089,Kochi,CIT
1089,near,O
1089,Anna,STR
1089,Salai,STR
1090,Priya,PER
1090,is,O
1090,working,O
1090,at,O
1090,Tech,ORG
1090,Mahindra,ORG
1090,in,O
1090,Andhra,STA
1090,Pradesh,STA
1090,in,O
1090,Hyderabad,CIT
1090,near,O
1090,Link,STR
1090,Road,STR
1091,Ravi,PER
1091,is,O
1091,working,O
1091,at,O
1091,Infosys,ORG
1091,in,O
1091,Tamil,STA
1091,Nadu,STA
1091,in,O
1091,Chennai,CIT
1091,near,O
1091,MG,STR
1091,Road,STR
1092,Sneha,PER
1092,is,O
1092,working,O
1092,at,O
1092,Tata,ORG
1092,Consultancy,ORG
1092,Services,ORG
1092,in,O
1092,Maharashtra,STA
1092,in,O
1092,Mumbai,CIT
1092,near,O
1092,Brigade,STR
1092,Road,STR
1093,Vikram,PER
1093,is,O
1093,working,O
1093,at,O
1093,Wipro,ORG
1093,in,O
1093,Karnataka,STA
1093,in,O
1093,Bangalore,CIT
1093,near,O
1093,Park,STR
1093,Street,STR
1094,Neha,PER
1094,is,O
1094,working,O
1094,at,O
1094,HCL,ORG
1094,Technologies,ORG
1094,in,O
1094,Kerala,STA
1094,in,O
1094,Kochi,CIT
1094,near,O
1094,Anna,STR
1094,Salai,STR
1095,Arjun,PER
1095,is,O
1095,working,O
1095,at,O
1095,Tech,ORG
1095,Mahindra,ORG
1095,in,O
1095,Andhra,STA
1095,Pradesh,STA
1095,in,O
1095,Hyderabad,CIT
1095,near,O
1095,Link,STR
1095,Road,STR
1096,Kavita,PER
1096,is,O
1096,working,O
1096,at,O
1096,Infosys,ORG
1096,in,O
1096,Tamil,STA
1096,Nadu,STA
1096,in,O
1096,Chennai,CIT
1096,near,O
1096,MG,STR
1096,Road,STR
1097,Amit,PER
1097,is,O
1097,working,O
1097,at,O
1097,Tata,ORG
1097,Consultancy,ORG
1097,Services,ORG
1097,in,O
1097,Maharashtra,STA
1097,in,O
1097,Mumbai,CIT
1097,near,O
1097,Brigade,STR
1097,Road,STR
1098,Priya,PER
1098,is,O
1098,working,O
1098,at,O
1098,Wipro,ORG
1098,in,O
1098,Karnataka,STA
1098,in,O
1098,Bangalore,CIT
1098,near,O
1098,Park,STR
1098,Street,STR
1099,Ravi,PER
1099,is,O
1099,working,O
1099,at,O
1099,HCL,ORG
1099,Technologies,ORG
1099,in,O
1099,Kerala,STA
1099,in,O
1099,Kochi,CIT
1099,near,O
1099,Anna,STR
1099,Salai,STR
1100,Sneha,PER
1100,is,O
1100,working,O
1100,at,O
1100,Tech,ORG
1100,Mahindra,ORG
1100,in,O
1100,Andhra,STA
1100,Pradesh,STA
1100,in,O
1100,Hyderabad,CIT
1100,near,O
1100,Link,STR
1100,Road,STR
1101,Vikram,PER
1101,is,O
1101,working,O
1101,at,O
1101,Infosys,ORG
1101,in,O
1101,Tamil,STA
1101,Nadu,STA
1101,in,O
1101,Chennai,CIT
1101,near,O
1101,MG,STR
1101,Road,STR
1102,Neha,PER
1102,is,O
1102,working,O
1102,at,O
1102,Tata,ORG
1102,Consultancy,ORG
1102,Services,ORG
1102,in,O
1102,Maharashtra,STA
1102,in,O
1102,Mumbai,CIT
1102,near,O
1102,Brigade,STR
1102,Road,STR
1103,Arjun,PER
1103,is,O
1103,working,O
1103,at,O
1103,Wipro,ORG
1103,in,O
1103,Karnataka,STA
1103,in,O
1103,Bangalore,CIT
1103,near,O
1103,Park,STR
1103,Street,STR
1104,Kavita,PER
1104,is,O
1104,working,O
1104,at,O
1104,HCL,ORG
1104,Technologies,ORG
1104,in,O
1104,Kerala,STA
1104,in,O
1104,Kochi,CIT
1104,near,O
1104,Anna,STR
1104,Salai,STR
1105,Amit,PER
1105,is,O
1105,working,O
1105,at,O
1105,Tech,ORG
1105,Mahindra,ORG
1105,in,O
1105,Andhra,STA
1105,Pradesh,STA
1105,in,O
1105,Hyderabad,CIT
1105,near,O
1105,Link,STR
1105,Road,STR
1106,Priya,PER
1106,is,O
1106,working,O
1106,at,O
1106,Infosys,ORG
1106,in,O
1106,Tamil,STA
1106,Nadu,STA
1106,in,O
1106,Chennai,CIT
1106,near,O
1106,MG,STR
1106,Road,STR
1107,Ravi,PER
1107,is,O
1107,working,O
1107,at,O
1107,Tata,ORG
1107,Consultancy,ORG
1107,Services,ORG
1107,in,O
1107,Maharashtra,STA
1107,in,O
1107,Mumbai,CIT
1107,near,O
1107,Brigade,STR
1107,Road,STR
1108,Sneha,PER
1108,is,O
1108,working,O
1108,at,O
1108,Wipro,ORG
1108,in,O
1108,Karnataka,STA
1108,in,O
1108,Bangalore,CIT
1108,near,O
1108,Park,STR
1108,Street,STR
1109,Vikram,PER
1109,is,O
1109,working,O
1109,at,O
1109,HCL,ORG
1109,Technologies,ORG
1109,in,O
1109,Kerala,STA
1109,in,O
1109,Kochi,CIT
1109,near,O
1109,Anna,STR
1109,Salai,STR
1110,Neha,PER
1110,is,O
1110,working,O
1110,at,O
1110,Tech,ORG
1110,Mahindra,ORG
1110,in,O
1110,Andhra,STA
1110,Pradesh,STA
1110,in,O
1110,Hyderabad,CIT
1110,near,O
1110,Link,STR
1110,Road,STR
1111,Arjun,PER
1111,is,O
1111,working,O
1111,at,O
1111,Infosys,ORG
1111,in,O
1111,Tamil,STA
1111,Nadu,STA
1111,in,O
1111,Chennai,CIT
1111,near,O
1111,MG,STR
1111,Road,STR
1112,Kavita,PER
1112,is,O
1112,working,O
1112,at,O
1112,Tata,ORG
1112,Consultancy,ORG
1112,Services,ORG
1112,in,O
1112,Maharashtra,STA
1112,in,O
1112,Mumbai,CIT
1112,near,O
1112,Brigade,STR
1112,Road,STR
1113,Amit,PER
1113,is,O
1113,working,O
1113,at,O
1113,Wipro,ORG
1113,in,O
1113,Karnataka,STA
1113,in,O
1113,Bangalore,CIT
1113,near,O
1113,Park,STR
1113,Street,STR
1114,Priya,PER
1114,is,O
1114,working,O
1114,at,O
1114,HCL,ORG
1114,Technologies,ORG
1114,in,O
1114,Kerala,STA
1114,in,O
1114,Kochi,CIT
1114,near,O
1114,Anna,STR
1114,Salai,STR
1115,Ravi,PER
1115,is,O
1115,working,O
1115,at,O
1115,Tech,ORG
1115,Mahindra,ORG
1115,in,O
1115,Andhra,STA
1115,Pradesh,STA
1115,in,O
1115,Hyderabad,CIT
1115,near,O
1115,Link,STR
1115,Road,STR
1116,Sneha,PER
1116,is,O
1116,working,O
1116,at,O
1116,Infosys,ORG
1116,in,O
1116,Tamil,STA
1116,Nadu,STA
1116,in,O
1116,Chennai,CIT
1116,near,O
1116,MG,STR
1116,Road,STR
1117,Vikram,PER
1117,is,O
1117,working,O
1117,at,O
1117,Tata,ORG
1117,Consultancy,ORG
1117,Services,ORG
1117,in,O
1117,Maharashtra,STA
1117,in,O
1117,Mumbai,CIT
1117,near,O
1117,Brigade,STR
1117,Road,STR
1118,Neha,PER
1118,is,O
1118,working,O
1118,at,O
1118,Wipro,ORG
1118,in,O
1118,Karnataka,STA
1118,in,O
1118,Bangalore,CIT
1118,near,O
1118,Park,STR
1118,Street,STR
1119,Arjun,PER
1119,is,O
1119,working,O
1119,at,O
1119,HCL,ORG
1119,Technologies,ORG
1119,in,O
1119,Kerala,STA
1119,in,O
1119,Kochi,CIT
1119,near,O
1119,Anna,STR
1119,Salai,STR
1120,Kavita,PER
1120,is,O
1120,working,O
1120,at,O
1120,Tech,ORG
1120,Mahindra,ORG
1120,in,O
1120,Andhra,STA
1120,Pradesh,STA
1120,in,O
1120,Hyderabad,CIT
1120,near,O
1120,Link,STR
1120,Road,STR
1121,Amit,PER
1121,is,O
1121,working,O
1121,at,O
1121,Infosys,ORG
1121,in,O
1121,Tamil,STA
1121,Nadu,STA
1121,in,O
1121,Chennai,CIT
1121,near,O
1121,MG,STR
1121,Road,STR
1122,Priya,PER
1122,is,O
1122,working,O
1122,at,O
1122,Tata,ORG
1122,Consultancy,ORG
1122,Services,ORG
1122,in,O
1122,Maharashtra,STA
1122,in,O
1122,Mumbai,CIT
1122,near,O
1122,Brigade,STR
1122,Road,STR
1123,Ravi,PER
1123,is,O
1123,working,O
1123,at,O
1123,Wipro,ORG
1123,in,O
1123,Karnataka,STA
1123,in,O
1123,Bangalore,CIT
1123,near,O
1123,Park,STR
1123,Street,STR
1124,Sneha,PER
